year,mileage,tax,mpg,engineSize,price
2017,11417,145,54.3,1.0,10891
2018,48905,145,67.3,2.0,15771
2017,8895,30,57.7,1.2,7643
2017,7970,145,65.7,1.0,10503
2018,7852,145,57.7,1.2,8343
2017,70629,30,55.4,1.0,7491
2017,10117,235,38.2,1.5,16598
2017,43578,0,74.3,1.5,10995
2018,21992,145,57.7,1.2,8995
2018,6203,145,58.9,1.0,11995
2018,12135,145,65.7,1.0,12495
2013,45187,0,65.7,1.0,7995
2018,17461,145,48.7,1.0,13990
2016,46038,0,74.3,1.5,8691
2016,44139,0,74.3,1.5,8997
2019,2400,145,48.7,1.1,13130
2019,5752,145,58.9,1.0,15910
2019,9605,145,74.3,1.5,19780
2019,2306,145,48.7,1.1,13130
2019,2952,145,51.4,1.0,17200
2017,22813,20,68.9,1.5,11091
2013,38141,0,65.7,1.0,6100
2016,18703,0,65.7,1.0,9770
2017,25250,0,74.3,1.5,12091
2013,31933,0,78.5,1.6,7750
2019,3418,145,54.3,1.5,19160
2019,1704,145,40.9,1.5,18791
2020,2548,150,50.4,1.0,20890
2016,13179,240,38.2,1.5,15371
2016,18500,125,54.3,1.2,8290
2013,54178,30,62.8,1.6,6990
2018,39821,145,54.3,2.0,17890
2016,27571,30,58.9,1.5,11390
2018,22451,145,56.5,1.0,10890
2020,494,145,53.3,1.0,17990
2020,1255,145,50.4,1.0,21990
2019,11111,145,37.2,2.0,17998
2018,15051,145,55.4,1.5,10798
2017,15116,145,41.5,2.0,17450
2015,12000,145,47.9,1.6,9750
2017,21803,145,62.8,1.0,9695
2017,21000,125,60.1,2.0,15495
2017,35245,150,54.3,2.0,16998
2013,74512,0,76.4,1.5,4998
2017,22864,150,64.2,1.1,8498
2019,13415,150,60.1,1.0,16798
2016,69801,0,88.3,1.5,6298
2018,27494,150,60.1,1.0,12298
2018,12299,150,55.4,1.1,9998
2019,20991,150,55.4,1.1,9998
2015,60813,0,65.7,1.0,6298
2014,25000,30,54.3,1.2,6995
2017,13579,145,74.3,1.5,12100
2019,4010,145,34.4,1.5,21995
2018,16885,145,57.7,1.2,8995
2015,59255,0,88.3,1.5,7995
2018,6757,150,57.7,1.2,8995
2015,26333,30,57.7,1.2,5995
2019,13474,150,51.4,1.0,15995
2016,19995,30,55.4,1.0,8995
2016,15666,20,62.8,1.0,10790
2019,2403,145,45.6,1.5,18990
2019,7038,145,34.4,1.5,17990
2016,28020,30,57.7,1.2,7490
2019,21322,150,40.3,1.5,16990
2016,20240,20,67.3,1.5,13490
2014,22325,30,54.3,1.2,6995
2016,16430,160,44.8,1.5,10995
2013,38537,20,67.3,1.6,7495
2014,46042,20,60.1,1.0,8495
2019,8197,145,49.6,1.0,18990
2015,20000,0,65.7,1.0,8390
2017,11000,145,54.3,1.2,8700
2017,23278,150,65.7,1.0,10200
2016,39417,0,74.3,1.5,10000
2016,40507,20,68.9,1.5,9300
2017,9271,145,57.7,1.2,7698
2016,24609,20,68.9,1.5,9998
2018,17280,145,67.3,2.0,17500
2016,17989,125,60.1,2.0,13488
2017,24402,145,57.7,1.2,7695
2018,54793,145,54.3,2.0,14490
2017,9000,30,57.7,1.2,7995
2016,25661,125,51.4,1.5,12495
2017,45755,150,64.2,1.5,8998
2015,35383,125,60.1,2.0,12995
2016,56347,150,52.3,2.0,14995
2017,7000,150,57.7,1.2,8495
2018,13851,150,54.3,1.0,12995
2013,46028,30,54.3,1.2,5995
2019,1600,150,49.6,1.0,19995
2017,19325,0,74.3,1.5,10178
2017,26781,145,60.1,1.0,11298
2019,20636,150,55.4,1.1,10498
2017,28291,150,54.3,2.0,17498
2017,42148,150,60.1,1.0,9698
2017,22627,150,74.3,1.5,10498
2018,37001,150,58.9,1.0,11498
2018,16882,145,41.5,2.0,19998
2016,28164,0,65.7,1.0,8998
2016,60964,0,88.3,1.5,6998
2017,33576,160,48.7,2.0,20250
2019,4213,145,60.1,1.0,17480
2019,4286,145,60.1,1.0,17480
2017,28608,145,54.3,2.0,12950
2019,4442,145,58.9,1.0,14642
2014,34001,20,58.9,1.0,6990
2017,26452,580,23.5,5.0,27890
2015,32407,165,44.8,1.6,8662
2017,20400,150,65.7,1.0,9851
2014,46660,125,60.1,2.0,9690
2018,10561,150,56.5,1.0,12495
2016,49913,235,42.2,2.2,15995
2017,39148,150,64.2,1.5,15000
2017,25221,145,85.6,1.5,8998
2013,43500,0,76.4,1.5,6465
2017,7782,145,41.5,2.0,17695
2014,33800,150,47.9,1.6,7495
2014,40399,30,54.3,1.2,6498
2017,14801,30,64.2,1.5,14698
2018,11457,145,60.1,1.0,12000
2017,19647,145,57.7,1.2,7591
2017,18899,145,60.1,1.0,10691
2019,8735,145,60.1,1.0,16991
2019,6831,145,54.3,1.5,18291
2016,22083,20,62.8,1.0,9650
2019,12624,145,58.9,1.0,15791
2019,11407,145,80.7,1.5,16481
2018,30370,145,58.9,1.0,10491
2017,14097,145,60.1,2.0,14810
2013,35000,30,57.7,1.2,4990
2019,151,145,48.7,1.1,13130
2019,960,145,48.7,1.1,12490
2019,151,145,48.7,1.1,13130
2018,20147,145,41.5,2.0,18991
2019,15297,145,61.4,1.5,16930
2014,38149,30,54.3,1.2,6191
2017,27000,145,46.3,1.5,12491
2017,12773,125,52.3,1.0,9880
2018,25993,145,62.8,1.0,11291
2018,21098,145,65.7,1.0,9491
2019,4001,145,60.1,1.0,16400
2019,1710,145,60.1,1.0,15410
2018,15071,145,57.7,1.0,13561
2018,11805,145,62.8,1.0,13191
2019,3285,145,47.9,1.2,9990
2019,1953,145,47.9,1.2,9990
2016,14038,0,65.7,1.0,9891
2013,76081,20,67.3,1.6,5470
2018,23738,145,60.1,1.0,10700
2019,7088,145,60.1,1.0,17280
2019,11056,145,58.9,1.0,18490
2019,8636,145,58.9,1.0,18391
2019,7602,145,60.1,1.0,15340
2019,9010,145,60.1,1.0,15320
2018,11462,145,65.7,1.0,10191
2019,23796,145,47.9,2.0,18390
2019,8089,145,47.9,2.0,19800
2019,4198,145,60.1,1.0,15510
2019,6378,145,49.6,2.0,23590
2018,23769,145,74.3,1.5,11860
2018,21863,145,41.5,2.0,19427
2018,11741,145,65.7,1.0,11200
2018,10693,145,57.7,1.2,7600
2018,7891,145,65.7,1.0,11260
2018,16786,145,60.1,2.0,17200
2017,21661,145,67.3,2.0,17337
2018,6072,145,48.7,1.0,13191
2019,15097,145,56.5,1.5,16750
2019,8601,145,53.3,1.0,15240
2018,5829,145,58.9,1.0,12927
2019,3327,145,48.7,1.1,12490
2016,54039,0,88.3,1.5,6991
2016,33589,0,74.3,1.5,10391
2018,5699,145,58.9,1.0,10991
2018,22727,145,41.5,2.0,18050
2019,10916,145,74.3,1.5,15860
2019,14782,145,47.9,2.0,21770
2019,7170,145,60.1,1.0,15460
2019,6541,145,60.1,1.0,15300
2019,10147,145,58.9,1.0,12790
2019,6995,145,58.9,1.0,13200
2019,4471,145,48.7,1.0,14140
2017,11443,145,64.2,1.5,12520
2017,17188,145,62.8,1.0,10410
2017,38121,150,60.1,2.0,13490
2017,13200,150,65.7,1.0,9390
2018,12500,150,60.1,1.0,11680
2018,11300,150,60.1,1.0,12000
2017,6419,160,45.6,1.5,16590
2017,50668,145,56.5,2.0,14090
2018,12467,145,54.3,1.0,12847
2017,26251,145,64.2,1.5,12191
2019,2016,145,48.7,1.1,13060
2017,31586,145,74.3,1.5,10200
2019,5001,145,60.1,1.0,15370
2019,1581,145,47.9,1.2,9990
2018,9196,145,41.5,2.0,19900
2015,28367,0,65.7,1.0,7691
2017,7131,145,41.5,2.0,19100
2016,22822,125,54.3,1.2,7691
2018,8169,145,53.3,1.0,13091
2019,1350,145,60.1,1.0,17480
2019,2623,145,48.7,1.1,12490
2019,3523,145,60.1,1.0,17330
2019,8469,145,60.1,1.0,17480
2019,2583,145,48.7,1.1,12490
2019,5001,145,60.1,1.0,17280
2019,3284,145,60.1,1.0,17480
2017,4549,145,57.7,1.2,7500
2014,36886,0,65.7,1.0,6590
2019,5824,145,51.4,1.0,15740
2018,15302,150,60.1,1.0,10990
2017,19876,150,54.3,2.0,16570
2017,19605,150,65.7,1.0,9590
2018,4026,145,65.7,1.0,10731
2019,8043,145,58.9,1.0,14177
2019,4126,145,58.9,1.0,14467
2019,7716,145,54.3,1.0,14791
2019,151,145,48.7,1.1,13130
2014,90391,20,67.3,1.6,5298
2018,35090,145,67.3,2.0,15498
2017,13430,20,62.8,1.0,11498
2017,6245,125,53.3,1.0,10498
2017,37583,150,61.4,1.0,9998
2017,16981,150,55.4,1.0,9698
2016,27446,0,65.7,1.0,8998
2017,22660,150,65.7,1.0,10698
2014,32677,0,76.4,1.5,6998
2015,55346,30,57.7,1.2,4498
2016,47835,20,68.9,1.5,8498
2017,9361,125,53.3,1.0,10798
2015,43287,0,74.3,1.5,7798
2017,9625,125,53.3,1.0,9998
2019,9341,145,39.2,1.5,19498
2017,23259,145,53.3,1.0,9998
2017,34025,20,60.1,1.0,9998
2017,3379,235,38.2,1.5,14698
2017,12360,30,64.2,1.5,10998
2018,15645,145,64.2,1.5,16498
2017,22431,145,53.3,1.0,9620
2017,24450,145,64.2,1.1,8291
2019,6857,145,60.1,1.0,15530
2018,21105,145,57.7,1.2,6991
2017,17904,0,74.3,1.5,11291
2017,23701,30,55.4,1.0,9850
2015,21309,125,54.3,1.2,6970
2017,19167,145,46.3,1.5,13350
2019,12998,145,60.1,1.0,15690
2016,13400,200,41.5,2.0,16442
2014,58680,30,54.3,1.2,5295
2019,3600,145,42.8,1.0,18500
2013,26700,30,54.3,1.2,5995
2015,13964,0,65.7,1.0,8499
2019,14422,145,55.4,1.1,10298
2017,24388,150,64.2,1.5,12898
2017,32039,125,54.3,1.2,7798
2017,23992,20,62.8,1.0,10498
2017,23091,125,54.3,1.2,8298
2017,58827,145,48.7,1.5,11298
2017,8062,145,65.7,1.0,9490
2018,7305,145,65.7,1.0,9730
2020,4998,145,50.4,1.0,20491
2017,27827,145,64.2,1.5,9491
2017,8567,145,47.9,1.6,13280
2019,8811,145,60.1,1.0,15290
2017,16247,145,65.7,1.0,10020
2020,4998,145,51.4,1.0,19991
2018,34064,145,64.2,1.1,8691
2016,32398,145,54.3,2.0,13930
2018,9196,145,67.3,2.0,19490
2017,20549,145,64.2,1.5,15991
2019,2725,145,55.4,2.0,26360
2019,3398,145,58.9,1.0,14400
2019,2986,145,51.4,1.0,18991
2017,5009,145,54.3,1.0,11617
2017,18810,145,47.9,2.0,22030
2019,6987,145,48.7,1.1,13140
2016,38744,0,65.7,1.0,7430
2019,6351,145,60.1,1.0,17210
2018,11977,145,41.5,2.0,17391
2017,15962,145,54.3,2.0,15660
2018,33116,150,65.7,1.0,9990
2017,51000,145,64.2,1.5,8690
2017,30791,145,64.2,1.1,8755
2018,17870,145,64.2,1.1,8995
2018,9343,145,65.7,1.0,11389
2019,7987,145,60.1,1.0,17140
2019,10998,145,60.1,1.0,17000
2019,4989,145,60.1,1.0,17290
2013,55243,0,65.7,1.0,6780
2017,15245,20,61.4,1.0,10491
2016,11104,0,65.7,1.0,10877
2018,12000,145,41.5,2.0,18891
2014,31078,20,58.9,1.0,6625
2016,14535,0,65.7,1.0,9600
2015,48000,0,74.3,1.5,8699
2013,32448,0,65.7,1.0,8080
2017,35491,150,74.3,1.5,11498
2014,42125,145,47.1,1.4,6298
2017,20986,145,57.7,1.0,11998
2017,25850,20,62.8,1.0,9998
2017,17813,30,64.2,1.5,12498
2017,38000,0,65.7,1.0,8955
2016,41394,0,74.3,1.5,10955
2016,40000,30,64.2,1.5,9495
2018,31000,150,88.3,1.5,10750
2018,25062,145,65.7,1.0,10000
2016,24512,30,58.9,1.5,10250
2018,13631,145,60.1,1.0,16491
2019,2770,145,39.2,1.5,19787
2014,27224,0,76.4,1.5,6940
2018,18847,150,65.7,1.0,9591
2017,42981,30,57.7,1.2,6521
2018,9250,150,65.7,1.0,10291
2017,8263,0,65.7,1.0,11531
2017,33995,125,60.1,2.0,14790
2016,67733,30,64.2,2.0,9301
2019,7989,145,60.1,1.0,15700
2015,27455,0,74.3,1.5,9491
2017,11045,150,60.1,1.0,11491
2013,30626,30,57.7,1.2,3991
2014,23250,0,65.7,1.0,8191
2018,15560,150,64.2,1.1,8991
2017,31397,125,51.4,1.5,11491
2016,81332,125,60.1,2.0,9681
2016,10476,0,65.7,1.0,9295
2016,45228,125,56.6,1.5,12157
2017,16892,145,65.7,1.0,9491
2017,20011,20,62.8,1.0,9950
2016,39674,30,56.5,1.0,8030
2016,6160,30,57.7,1.2,6451
2018,12052,145,65.7,1.0,11540
2013,38495,150,47.9,1.6,6740
2018,18885,150,62.8,1.0,11180
2018,9660,150,39.2,1.5,16010
2017,17674,145,65.7,1.0,8570
2017,9586,145,57.7,1.2,8311
2018,9863,145,65.7,1.0,10040
2017,23179,570,23.5,5.0,28000
2013,73324,20,68.9,1.5,4960
2017,14415,145,65.7,1.0,9400
2017,20596,145,47.9,1.6,12041
2018,7205,150,65.7,1.0,11640
2017,30345,150,70.6,2.0,11880
2018,11699,150,54.3,1.0,13990
2019,5964,150,44.1,1.0,17480
2018,27929,150,65.7,1.0,10300
2016,38118,125,58.9,2.0,12830
2018,7974,150,40.3,1.5,15890
2017,16910,145,57.7,1.2,7850
2017,26394,145,65.7,1.0,9991
2017,16131,145,57.7,1.2,6990
2017,16920,145,54.3,1.2,7911
2018,20441,145,65.7,1.0,10771
2018,13709,145,54.3,1.2,8220
2018,13712,145,47.9,2.0,23740
2017,8237,145,41.5,2.0,17977
2015,33821,160,44.8,1.6,9791
2017,17212,0,74.3,1.5,11990
2018,14598,145,58.9,1.0,10491
2014,42714,0,65.7,1.0,7131
2019,7561,145,37.2,2.0,21490
2019,4002,145,58.9,1.0,12990
2013,38673,30,54.3,1.2,6260
2018,9343,145,65.7,1.0,10991
2019,11981,145,38.7,2.0,22620
2019,6845,145,46.3,1.5,17490
2014,13495,0,65.7,1.0,7250
2018,51198,145,74.3,1.5,9980
2017,19340,145,74.3,1.5,12880
2014,23627,0,65.7,1.0,7965
2017,19740,30,55.4,1.0,8495
2015,25128,125,54.3,1.2,7695
2017,9150,145,65.7,1.0,9150
2013,42165,0,65.7,1.0,7500
2017,27800,145,60.1,1.0,11750
2017,24000,145,54.3,2.0,14855
2016,9954,125,54.3,1.2,7850
2017,16762,145,47.9,1.6,12695
2015,29229,30,61.4,1.6,8295
2018,5268,145,67.3,1.5,15795
2016,32204,20,62.8,1.0,8995
2018,6466,145,45.6,1.5,17520
2019,5,145,48.7,1.1,13140
2015,43341,0,65.7,1.0,7520
2017,4674,235,38.2,1.5,15110
2018,13448,145,51.4,1.5,15991
2017,29300,0,74.3,1.5,10491
2019,100,145,60.1,1.0,17520
2019,11000,145,55.4,1.0,16950
2019,100,145,55.4,1.0,16950
2016,24276,125,56.5,2.0,17990
2013,31926,30,54.3,1.2,5981
2015,14757,145,55.4,1.0,8491
2014,58693,30,54.3,1.2,6090
2016,24295,0,65.7,1.0,8230
2017,13125,125,54.3,1.2,8850
2018,22013,145,57.7,1.2,7951
2018,17980,145,54.3,1.2,8321
2017,17509,145,54.3,1.0,12931
2016,36400,0,65.7,1.0,6800
2018,34545,145,57.7,1.2,6690
2014,36610,0,65.7,1.0,7760
2017,7471,0,65.7,1.0,9790
2018,8714,145,54.3,1.2,8710
2016,21030,0,65.7,1.0,8340
2016,26985,125,54.3,1.2,7791
2014,66695,30,54.3,1.2,6340
2017,6532,145,65.7,1.0,9267
2016,10373,0,65.7,1.0,9350
2019,100,145,60.1,1.0,17520
2019,150,145,60.1,1.0,17520
2017,9511,145,23.5,5.0,31317
2015,43008,0,65.7,1.0,7780
2013,94825,30,55.4,1.0,5250
2015,47907,0,74.3,1.5,8650
2019,4052,145,60.1,1.0,13140
2019,6000,145,56.5,1.0,13220
2019,44,145,58.9,1.0,14070
2016,34924,160,44.1,1.6,7991
2017,25182,20,62.8,1.0,9200
2014,54724,30,62.8,1.6,6275
2013,36289,0,65.7,1.0,6350
2017,30306,160,45.6,1.5,14291
2018,12501,145,58.9,1.0,12795
2018,48631,150,47.1,1.4,7991
2019,14286,150,47.9,1.2,8991
2015,36626,0,65.7,1.0,7670
2014,35136,20,67.3,1.6,7849
2018,4101,145,57.7,1.2,8037
2018,20745,145,60.1,1.0,11091
2018,15925,145,45.6,1.5,16987
2018,17076,145,65.7,1.0,11460
2018,12309,145,54.3,1.2,8030
2018,18433,145,62.8,1.0,13340
2019,11000,145,47.9,2.0,19800
2017,10790,145,57.7,1.2,6990
2019,5308,145,60.1,1.0,15310
2013,43577,30,54.3,1.2,5910
2018,5064,145,23.5,5.0,33000
2016,36923,0,65.7,1.0,7400
2018,10627,145,61.4,1.0,12241
2016,24153,0,65.7,1.0,7887
2013,39859,0,65.7,1.0,6721
2015,17456,125,54.3,1.2,7791
2018,7076,145,58.9,1.0,11967
2017,41037,0,65.7,1.0,8610
2017,22282,145,54.3,1.2,7531
2019,9985,145,58.9,1.0,11940
2018,13933,145,41.5,2.0,18497
2016,19333,0,65.7,1.0,9800
2015,53362,125,60.1,2.0,10720
2014,47220,0,65.7,1.0,7521
2017,20857,145,54.3,2.0,14900
2017,21922,145,54.3,1.2,7591
2017,29814,125,52.3,1.0,10591
2015,63630,20,67.3,1.6,7561
2014,44637,30,54.3,1.2,6391
2016,28581,0,78.5,1.5,9851
2017,29124,145,88.3,1.5,11998
2019,18040,145,60.1,1.0,16998
2016,35064,0,65.7,1.0,8998
2014,13294,30,57.7,1.2,5698
2017,51252,200,44.8,2.0,17998
2018,12280,145,55.4,1.1,9998
2016,21744,125,56.5,2.0,18498
2015,31916,235,38.2,1.5,12998
2018,16567,145,55.4,1.1,9998
2017,15293,20,62.8,1.0,10498
2017,12273,20,62.8,1.0,10998
2019,10868,145,58.9,1.0,14898
2016,19406,125,56.5,2.0,16798
2017,11663,30,64.2,1.5,11998
2017,23678,145,41.5,2.0,17500
2019,8668,150,60.1,1.0,16990
2017,20397,165,48.7,2.0,19650
2014,70584,30,56.5,1.0,6500
2018,18000,150,58.9,1.5,18999
2017,7453,125,52.3,1.0,12999
2017,24000,0,65.7,1.0,8980
2019,53825,145,42.2,2.0,11698
2018,32077,145,56.5,2.0,15998
2018,14779,145,45.6,1.5,16498
2019,5949,145,74.3,1.5,18398
2015,32544,145,54.3,2.0,13998
2017,19926,150,55.4,1.0,10498
2017,27133,0,57.7,1.0,9250
2015,73197,20,68.9,2.0,10990
2016,30353,0,74.3,1.5,10990
2018,42164,145,52.3,2.0,18999
2019,21529,145,32.5,2.0,18990
2018,3407,145,51.4,1.0,13999
2018,15317,145,55.4,1.0,14490
2019,10000,145,60.1,1.0,16999
2017,16548,20,61.4,1.0,10990
2015,45837,125,54.3,1.2,7999
2019,3781,145,39.2,1.5,18450
2018,18485,145,65.7,1.0,11490
2018,24608,145,65.7,1.0,10999
2014,47269,30,54.3,1.2,6999
2016,42450,125,54.3,1.2,8450
2017,70860,30,55.4,1.0,9980
2019,10300,145,37.2,2.0,31499
2016,22543,30,57.7,1.2,5990
2017,24712,30,64.2,1.5,15999
2016,26950,200,41.5,2.0,15998
2017,16629,30,64.2,1.5,14490
2017,35981,0,74.3,1.5,12490
2015,25014,145,54.3,2.0,14950
2018,3331,145,65.7,1.0,10990
2013,50083,125,57.7,2.0,7990
2019,11538,150,45.6,1.0,16999
2016,13942,150,47.9,1.6,10990
2017,16414,150,54.3,2.0,15980
2015,41200,20,61.4,1.0,9499
2017,40682,150,54.3,2.0,15999
2018,12743,145,52.3,1.0,10990
2018,33500,145,65.7,1.0,10990
2019,11407,145,39.2,1.5,18999
2018,19910,145,51.4,1.5,13790
2015,40902,125,60.1,2.0,11990
2018,10708,145,54.3,1.0,15490
2018,20859,145,65.7,1.0,12990
2016,18005,125,54.3,1.2,9490
2019,1657,145,40.4,2.0,27499
2019,13462,145,60.1,1.0,17499
2017,13985,145,65.7,1.0,11999
2018,9500,145,57.7,1.0,13990
2019,18694,145,39.2,2.0,18490
2016,9562,0,65.7,1.0,9990
2017,22295,145,65.7,1.0,10270
2019,1546,145,60.1,1.0,17410
2017,8121,145,54.3,1.0,12490
2020,3862,150,49.6,1.0,16891
2016,10251,0,57.7,1.0,9992
2016,17515,235,36.7,2.3,22992
2019,5250,145,60.1,1.0,17270
2019,2072,145,60.1,1.0,17390
2019,4570,145,48.7,1.1,13140
2019,1120,145,60.1,1.0,17470
2019,1152,145,60.1,1.0,17470
2019,3850,145,60.1,1.0,17320
2015,60904,205,47.9,2.0,9614
2017,17082,150,64.2,1.1,8591
2018,7652,150,65.7,1.0,11491
2017,30368,0,65.7,1.0,8791
2017,17555,0,74.3,1.5,11291
2017,15219,150,54.3,2.0,15591
2019,9525,145,58.9,1.0,14440
2018,33230,145,64.2,1.5,12428
2015,27035,20,62.8,1.0,8991
2017,19493,145,54.3,1.2,7992
2013,51086,145,47.9,1.6,6992
2016,46636,0,67.3,1.5,9292
2015,34241,200,43.5,1.5,12812
2017,16449,200,41.5,2.0,16492
2015,44787,125,54.3,1.2,6597
2018,20834,145,55.4,1.1,9390
2016,17707,0,65.7,1.0,9490
2013,59817,30,54.3,1.2,5550
2017,11855,145,60.1,2.0,14980
2016,28595,0,65.7,1.0,8880
2018,20390,145,56.5,1.0,10991
2015,73991,30,65.7,2.0,8470
2018,24046,145,65.7,1.0,9150
2016,18560,0,74.3,1.5,10190
2018,8647,150,55.4,1.1,9741
2019,3950,145,48.7,1.1,13140
2016,29867,0,65.7,1.0,8120
2017,30815,145,41.5,2.0,16950
2017,43239,145,54.3,2.0,14591
2017,6217,145,47.9,1.6,10591
2017,50446,125,56.5,2.0,16990
2018,29874,145,65.7,1.0,10020
2019,9137,145,56.5,1.0,13940
2018,13733,145,38.2,1.5,18430
2016,23544,125,60.1,2.0,14270
2016,32718,0,74.3,1.5,9400
2016,51139,30,64.2,2.0,11291
2016,27763,20,60.1,1.0,9191
2019,5660,145,60.1,1.0,15300
2019,4571,145,58.9,1.0,13790
2019,1714,145,60.1,1.0,17410
2019,151,145,60.1,1.0,17500
2017,26059,125,51.4,1.0,12050
2018,10242,145,41.5,2.0,19747
2017,10816,145,41.5,2.0,16250
2016,11387,0,65.7,1.0,8687
2015,41758,0,88.3,1.5,7610
2015,82446,0,74.3,1.5,6250
2019,10,145,60.1,1.0,15590
2016,16791,30,64.2,1.5,10967
2018,10625,150,65.7,1.0,11851
2018,10675,150,64.2,1.1,9991
2017,48822,150,44.8,2.0,16991
2014,40998,0,76.4,1.5,6750
2017,27549,145,47.9,1.6,11990
2019,4,145,45.6,1.0,17550
2017,24205,145,65.7,1.0,10000
2016,32917,0,65.7,1.0,7990
2017,3172,30,57.7,1.2,7000
2018,12394,145,65.7,1.0,10850
2018,12709,145,65.7,1.0,11450
2017,29383,30,57.7,1.2,7150
2017,31623,0,65.7,1.0,9850
2016,29775,125,54.3,1.2,6991
2019,7942,145,55.4,1.0,16191
2014,76298,0,76.4,1.5,5340
2018,15287,145,58.9,1.0,12000
2017,24466,145,65.7,1.0,8980
2017,5178,20,61.4,1.0,11491
2018,13672,145,65.7,1.0,10980
2018,10718,145,60.1,2.0,17970
2017,12691,145,65.7,1.0,9990
2017,24776,145,46.3,1.5,12030
2017,36311,30,64.2,1.5,11516
2017,15725,20,60.1,1.0,10891
2017,54631,20,67.3,2.0,15087
2018,15891,145,40.3,1.5,14750
2018,14927,145,65.7,1.0,11750
2014,60381,30,61.4,1.5,6990
2017,19571,145,65.7,1.0,9990
2017,13909,145,74.3,1.5,9500
2018,6820,145,55.4,1.1,10000
2019,6841,145,40.3,1.5,20000
2019,10679,145,54.3,1.5,19500
2019,4863,145,55.4,1.0,18000
2017,16210,150,54.3,1.2,7850
2018,6313,150,57.7,1.2,8295
2018,8000,150,62.8,1.0,13390
2016,12000,570,20.9,5.0,26475
2018,10326,145,64.2,1.1,9700
2017,11500,145,57.7,1.2,7450
2018,24545,145,65.7,1.0,8750
2019,9386,145,47.9,2.0,19500
2019,9191,145,35.3,1.5,20000
2019,19026,145,47.9,2.0,18300
2017,33196,145,74.3,1.5,10750
2019,5,145,45.6,1.0,17550
2018,12493,145,58.9,1.0,10990
2015,52671,20,67.3,1.6,7590
2019,8686,145,62.8,1.5,19790
2016,3125,20,60.1,1.0,10991
2015,41392,160,45.6,1.5,12960
2019,10699,145,50.4,1.5,20491
2019,10352,145,49.6,2.0,20090
2018,22071,145,58.9,2.0,17991
2019,3775,145,34.5,2.3,26250
2017,37614,125,56.5,2.0,17999
2015,23266,0,74.4,1.5,8499
2017,23534,145,65.7,1.0,9399
2017,10394,145,65.7,1.0,10999
2019,4000,145,39.2,2.0,21995
2017,14285,20,62.8,1.0,10246
2018,3736,145,64.2,1.1,9987
2017,12443,0,57.7,1.0,10350
2016,19718,0,65.7,1.0,8495
2013,21790,30,54.3,1.2,6695
2018,13000,145,58.9,1.0,13750
2016,20408,20,60.1,1.0,10695
2017,44344,150,65.7,1.0,8750
2018,20088,150,65.7,1.0,12595
2016,35240,0,65.7,1.0,7595
2018,17389,150,65.7,1.0,10250
2018,25270,150,47.9,2.0,23495
2016,39360,30,64.2,2.0,9450
2019,11,145,43.5,1.2,11999
2018,9605,145,54.3,1.0,14999
2019,9202,145,39.2,1.5,18999
2017,7873,145,65.7,1.0,10999
2014,42285,145,47.9,1.6,9499
2019,4032,145,56.5,1.0,15500
2019,11884,145,58.9,1.0,13450
2018,18572,145,64.2,1.5,17290
2017,13986,125,60.1,2.0,14700
2019,12838,145,56.5,1.0,13000
2015,29110,20,68.9,1.5,8750
2017,29844,20,68.9,1.5,9150
2017,12687,145,54.3,1.0,12750
2017,54900,0,74.3,1.5,9000
2017,6225,0,65.7,1.0,10500
2017,28414,0,74.3,1.5,9550
2017,21955,145,47.9,2.0,21000
2018,12351,145,65.7,1.0,11000
2017,3640,145,60.1,1.0,12750
2017,22291,125,52.3,1.0,10900
2018,15332,145,61.4,1.0,11997
2016,38322,260,34.4,2.3,24497
2017,6240,145,45.6,1.5,16997
2018,7122,145,64.2,1.1,10897
2018,10441,150,74.3,1.5,13999
2018,19806,150,54.3,1.0,13599
2018,31607,150,74.3,1.5,11699
2017,28786,20,67.3,2.0,14899
2019,4975,145,58.9,1.0,14999
2016,42315,20,60.1,1.0,9999
2016,44947,160,48.7,2.0,16499
2019,5899,145,51.4,1.0,14999
2018,5918,145,55.4,1.1,10999
2016,45934,0,74.3,1.5,8999
2016,27928,0,78.5,1.5,8399
2015,20445,160,44.8,1.6,9450
2018,8135,145,65.7,1.0,10150
2015,20018,20,60.1,1.0,9495
2017,12302,0,65.7,1.0,9795
2014,18980,0,65.7,1.0,9195
2017,19172,145,60.1,2.0,16995
2018,23047,145,65.7,1.0,10500
2018,17554,145,54.3,1.2,8450
2019,17695,145,56.5,1.0,12500
2017,11149,145,57.7,1.2,7850
2016,25434,125,52.3,1.0,8750
2017,18730,145,65.7,1.0,10350
2017,21063,0,74.3,1.5,11499
2018,13154,145,60.1,2.0,18999
2018,9899,145,65.7,1.0,11999
2018,5732,145,55.4,1.1,10999
2017,34280,0,65.7,1.0,8999
2019,7584,145,58.9,1.0,19000
2019,1521,145,37.2,2.0,32500
2017,29336,20,68.9,1.5,9150
2019,14375,145,47.9,2.0,18800
2019,7957,145,34.4,1.5,18400
2018,6460,145,64.2,1.1,10350
2017,40861,30,64.2,1.5,8900
2013,28708,0,65.7,1.0,7250
2019,35,145,48.7,1.1,13000
2017,14554,145,74.3,1.5,12250
2019,12378,145,60.1,1.0,15497
2018,8230,145,54.3,1.0,13739
2018,24417,145,65.7,1.0,10190
2018,15968,145,64.2,1.1,10497
2018,7114,145,64.2,1.1,10690
2018,12047,145,57.7,1.0,13790
2017,5509,145,60.1,2.0,15790
